851.3727,11697.9372
17979.9241,19638.3356
10368.0279,4734.4171
3612.3373,6550.8615
11865.7607,6088.0123
12388.0152,15095.9359
4251.1976,18989.5550
13968.4063,17460.6953
7394.9406,14298.0974
7049.4484,9320.0007
18988.5585,15713.5701
5716.0216,1126.0108
7967.9616,11309.7099
17872.8687,7107.0681
15652.8598,7402.8771
17382.6097,3907.3550
14083.4078,2542.7437
13416.2935,12800.2506
17820.5373,5003.7325
11949.9279,13246.3072
403.6491,1448.6017
14751.4327,14664.9284
14585.2139,15818.6903
17605.6834,12892.2207
8438.0773,15263.9562
1363.6196,7008.9357
19364.0110,18769.4150
1128.1002,14801.0994
15773.9713,6312.0136
1640.3198,15190.4681
11651.9079,11869.0424
4806.0577,11220.5104
4286.0685,12890.8909
16577.0232,12283.6301
15104.4271,8226.4287
7000.9634,15918.2586
18959.2771,482.7198
3900.6413,3383.2534
4511.9319,14337.6104
1174.9061,5241.8824
2546.6304,1924.9965
816.5614,10714.9205
2279.4098,12947.3093
5967.3889,8851.6895
6687.6502,14681.8335
3848.3189,19272.3269
5641.5922,16215.5115
10187.4689,6975.2460
15610.7232,9414.0176
1343.2208,16184.8470
15777.5340,15500.1902
2099.7621,293.5331
13140.9293,17103.9351
7902.1955,1214.6039
7140.2071,13714.6454
4588.5366,16219.3881
15932.4495,3883.4953
2204.0040,17588.4989
17171.2380,11619.4616
2448.1193,5587.3104
12733.7916,5605.8623
8909.2234,15324.2509
1754.7221,17889.2918
10469.6743,18268.2172
14529.6860,11375.3643
3593.8807,4911.1698
12078.6244,5223.6611
18820.0382,1158.5338
5335.7687,14116.0632
11933.4532,997.0869
5832.2281,8500.0896
6835.7638,2719.9356
11773.4525,5175.5289
6041.9360,8159.0072
89.0545,8837.4732
3025.3835,16430.6969
15944.5773,9352.3073
1893.7372,1013.1926
19967.9728,3220.1479
11762.2888,838.5417
2679.6976,19664.3797
13793.8874,8770.3921
1197.6373,19071.7274
11671.3889,5254.1400
3805.9551,11231.4941
2318.6703,12917.9777
16735.5380,5992.0246
9804.1703,9309.0481
14070.8309,8597.8998
19026.7024,3324.4289
14193.5231,15494.8076
14795.5061,12450.5453
14279.9702,19800.6923
3343.7652,3179.7954
12344.2468,19462.2974
10854.3958,9291.9652
10008.1879,1790.5564
13891.3203,15880.4548
10934.2734,13936.8670
13997.9341,2873.9071
6770.7033,12828.9701
5999.3105,14181.9357
9864.6641,9767.9233
310.3096,3098.5811
4173.2895,2001.0813
5579.7888,18576.3785
17558.7424,13340.2597
14247.2057,565.2149
3729.4451,11201.4228
6631.6252,10889.3556
14990.7066,4758.9132
7022.0094,2650.5542
11302.0409,10595.4265
19682.5563,9443.3583
13280.0519,17865.8348
16701.1096,17038.7378
7793.1876,1924.6377
6094.8773,9640.7374
3169.6166,14194.3492
8246.7046,3366.8653
16487.6752,825.3972
13458.3609,16664.1396
13263.2314,15960.2401
11597.5786,6491.6507
11701.0204,16833.2585
4273.8931,12075.6397
19423.1778,3156.8821
19995.2985,8100.0712
17724.5458,11483.6847
10792.6157,7633.7658
13243.5828,12301.4500
15580.7666,5744.9691
19378.0454,10930.9142
12452.1187,12633.9613
5824.0417,2724.9180
19052.5650,11244.4256
13552.9039,9319.4420
18801.7861,2761.7533
8044.9658,13418.9897
13073.9440,12839.0835
13771.3180,6464.6284
9664.4769,5714.0461
3201.3222,13844.1699
2542.3775,14891.2124
1255.5058,9873.5022
6220.5118,13781.7276
13709.8358,3892.3342
15774.0906,1172.4049
15672.0819,16582.5124
2252.2359,9981.5950
13450.5817,12924.7447
12604.1028,122.5906
18584.2233,10531.4992
9045.5669,12816.8184
14491.1710,11093.6331
1103.0401,10653.1571
17601.6999,5085.5838
6871.5830,5111.9917
9393.0997,9126.9153
5830.3100,9060.5303
12137.6404,1370.7863
4935.2911,8467.7652
3771.8420,14869.9322
10950.7197,8382.5501
18863.1764,19773.3589
9101.6002,12878.6031
5796.6000,8488.1752
18736.8389,11073.1987
11066.4030,11443.2566
7288.8432,2655.6303
1914.6425,9612.5798
14598.6980,6592.2684
5229.8451,5628.7139
4292.6442,5187.5292
13895.6762,7140.0004
3002.4437,17621.9124
15206.7924,4324.7464
19028.0587,18895.9419
49.8428,2343.8930
8282.6331,2505.4572
8849.3868,8081.3504
14482.8584,6468.6929
7186.3108,14145.0064
17329.6637,7863.6514
14619.6249,5976.9740
6905.1565,4782.2690
734.0822,9969.7160
13603.6407,5425.8813
10112.4398,6162.0104
9008.8430,5136.7984
11821.7395,13575.5290
7565.4046,10151.7032
18800.4143,4086.6806
14724.5671,17764.7773
10672.2770,8638.8811
13355.0842,2582.5937
10966.2875,16700.4572
6932.7957,5832.6612
10107.5188,5958.8151
19788.8901,13403.1506
