14520.7781,18771.5250
3904.2579,18972.6787
17569.6172,7951.4224
11476.7976,4361.8467
5585.6257,19871.2455
9782.1021,14841.3818
16692.0627,9155.4450
10844.8294,8829.2779
8802.1271,8093.6596
4967.4281,11166.1846
1689.5200,3728.0660
17596.3321,15188.1746
17123.5356,6334.8910
13076.1537,17758.6963
15123.3885,7134.3130
7735.2800,5014.3361
7723.0220,16265.3795
11196.4411,2912.1072
8330.7620,11492.3183
4854.7841,8717.4367
3328.3281,499.2776
836.0444,10326.0809
14215.8176,1.8351
19600.5501,5019.5804
13672.9231,6578.2299
7366.7908,16712.6695
2232.4173,8467.6871
8570.2019,19876.2243
6285.8733,4084.8250
3029.9305,14392.3316
5995.7949,1555.8596
10750.6265,15353.6939
468.8458,16248.3325
2221.3034,3062.8975
9405.8264,1813.9434
13424.9219,14730.3822
19082.1453,17133.4537
18274.1858,6652.4554
12662.9247,3656.6720
19308.9076,16872.9073
5126.6442,4387.5395
6032.6974,8555.4741
1350.7689,11947.9760
9661.3990,2990.3772
11280.2289,6823.3138
2549.2178,5862.3233
17343.7122,18719.7995
1246.1913,9786.9605
11193.8956,12284.7196
16827.8586,12502.9258
16452.9587,3082.6778
8365.1004,1866.6183
10754.7710,11350.4760
16983.3951,8263.4639
16819.0136,3722.0504
11683.8766,3447.6384
9513.6080,9452.4583
17977.7266,10770.1959
10458.0409,8486.3273
3634.5661,13139.6699
12445.8925,17320.1616
19230.2979,6917.8517
17378.3343,5988.5192
10905.5586,16914.5319
16997.1580,19497.1886
9167.9086,9756.6812
508.2993,16803.4354
5213.1944,8368.4252
2616.4887,13303.6013
610.0138,7910.6980
15293.9903,3200.0737
4303.7967,6881.3436
18498.0741,13071.9231
18619.8067,12281.0359
3902.2298,3395.8625
10559.5210,7331.5069
14138.6649,10339.1122
14099.0402,17092.2151
17043.1835,19793.0543
7728.6964,13438.6701
9007.4856,4441.4493
1568.9864,5388.9950
7245.0575,16674.8754
18646.5809,5885.8842
3612.0848,14350.7064
363.0418,16776.5366
6109.6635,125.7883
9323.2220,12722.8906
7887.3711,11186.4056
10728.6467,17908.2510
11305.2929,7333.7557
17826.9850,14533.0914
4057.0292,18065.7323
14261.1692,7214.6970
1780.6090,4739.1765
2661.5979,10604.3750
865.5409,12154.0043
16225.7166,13489.3490
668.7708,13337.5834
8671.5902,13289.5771
869.6334,11049.7336
6789.2717,8257.8787
15751.9507,7976.4120
13419.6748,6796.0854
10390.6485,564.8660
6775.7970,4157.1659
9032.2806,3048.8056
1753.4784,16651.7318
3011.0643,5718.7487
19777.1419,5399.9880
2921.1132,14738.4891
16623.7764,3071.2717
18462.9068,14650.3891
10590.0174,14603.1104
9567.3576,14442.7799
10015.4285,17077.0765
1890.1807,3129.3002
3966.2356,8241.2811
8306.3564,6291.2636
12786.1279,14746.1723
19082.2907,13836.1273
6654.4235,6181.5386
17288.8611,10304.9990
4834.0012,8656.3651
13345.3069,11034.8877
7848.3102,9445.6317
16047.4689,7945.3587
14680.9664,17499.6907
10604.9022,14833.2472
19019.4044,3992.5172
18462.9848,1812.3482
16372.3328,3371.3581
8952.1162,7980.3250
13499.6467,14473.4402
8373.1260,2862.3552
9806.9589,19028.1238
4914.8018,7428.9613
18170.4628,14774.6570
6498.5618,6090.8943
19416.7961,8847.8235
19658.2877,12416.1981
7886.1399,7216.7090
3234.3966,15933.0553
9441.9323,2621.1398
1274.4139,16401.2476
14846.0718,7431.8458
5986.0455,6526.9649
595.1142,2067.7440
13194.9826,16746.2604
12653.3695,17793.1439
7710.5320,6307.1844
14429.5127,13147.2062
15486.3286,15773.0088
11408.1900,4985.3682
6988.5565,17730.5735
9979.6547,9053.3181
10142.8735,7287.1802
14360.8953,4402.3958
6441.6536,4966.4764
14923.3978,9189.8436
19457.9931,9645.6180
11719.1176,14494.4511
19577.1549,2625.8187
7979.9680,5868.0774
17737.4100,9510.4337
14273.4053,11370.4319
5916.3497,1427.3176
9621.2238,5275.9608
10597.7514,13935.2750
10969.9932,15721.7708
4747.4154,17672.6081
3098.3415,16669.8904
18544.8193,4247.8104
18611.1996,11357.7838
17029.7876,4411.9868
5369.1464,12230.4201
14855.3580,17766.3891
4444.8107,4252.9188
9055.5374,14873.6341
4670.1159,19902.9893
19980.4779,11815.7359
12584.1289,15161.4624
19904.6113,18563.2582
625.1693,12862.2815
8471.7532,17478.9634
17723.3637,4594.4566
11737.0890,4693.0943
4746.8809,16873.5096
18249.3361,11713.7617
7894.5630,977.2172
621.5307,6916.5073
8300.1305,18373.2859
3362.6953,8830.8501
18509.7483,19166.4006
9214.1588,11161.1633
8352.4753,3503.9998
1194.6547,3770.6310
2515.1882,18828.1922
12291.0941,241.3307
8987.6327,5370.7015
